frame,det,da,lane,w_det,w_da,w_lane
c4db746c-5428658b,0,0,0,0.25,0.25,0.25
c4dbd719-1d98586e,0,0,0,0.25,0.25,0.25
c4dbd719-26df8369,0,0,0,0.25,0.25,0.25
c4dbd719-db521513,0,0,0,0.25,0.25,0.25
c4dcbfde-47aff5b9,1,1,1,0.5,0.5,0.5
c4de6fe5-90dc8799,2,2,2,1.0,1.0,1.0
c4e00603-9f2734d0,1,1,1,0.5,0.5,0.5
c4e2eba0-02c66276,2,2,2,1.0,1.0,1.0
c4e2eba0-1f3761a9,0,0,0,0.25,0.25,0.25
c4e2eba0-f32cc5b6,0,0,0,0.25,0.25,0.25
c4e3cf95-4f803484,0,0,0,0.25,0.25,0.25
c4e3cf95-ceb5651a,2,2,2,1.0,1.0,1.0
c4e55051-2f5623da,0,0,0,0.25,0.25,0.25
c4e55051-bda84aa3,0,0,0,0.25,0.25,0.25
c4e5de4b-35f6a1b1,1,1,1,0.5,0.5,0.5
c4e8705f-39bf4a26,1,1,1,0.5,0.5,0.5
c4e92086-d5d22167,1,1,1,0.5,0.5,0.5
c4e92086-e0ea5438,0,0,0,0.25,0.25,0.25
c4e92086-e1b8324f,1,1,1,0.5,0.5,0.5
c4e926af-43c5f8d3,0,0,0,0.25,0.25,0.25
c4e926af-54c0d842,0,0,0,0.25,0.25,0.25
c4e926af-bb5132fd,1,1,1,0.5,0.5,0.5
c4e96efa-73bd2e38,0,0,0,0.25,0.25,0.25
c4e96efa-94aad2be,1,1,1,0.5,0.5,0.5
c4e96efa-cbe1be6a,0,0,0,0.25,0.25,0.25
c4e96efa-ea5f524b,0,0,0,0.25,0.25,0.25
c4e97226-7be7eef5,0,0,0,0.25,0.25,0.25
c4eb5462-184dced9,1,1,1,0.5,0.5,0.5
c4eb5462-4d947240,1,1,1,0.5,0.5,0.5
c4eb5462-657f5921,0,0,0,0.25,0.25,0.25
c4eb5462-c917fefd,0,0,0,0.25,0.25,0.25
c4eb5462-ebd248b7,2,2,2,1.0,1.0,1.0
c4eb5462-f87b7afc,1,1,1,0.5,0.5,0.5
c4eb680f-4fdac155,0,0,0,0.25,0.25,0.25
c4eb680f-5b3f5675,0,0,0,0.25,0.25,0.25
c4eb96a1-92fb9d6f,1,1,1,0.5,0.5,0.5
c4ee0cc4-b7af9602,1,1,1,0.5,0.5,0.5
c4ef83b2-696779d1,0,0,0,0.25,0.25,0.25
c4f19b5d-63528c25,0,0,0,0.25,0.25,0.25
c4f4718b-5356b324,2,2,2,1.0,1.0,1.0
c4f4718b-7a18cd62,0,0,0,0.25,0.25,0.25
c4f4718b-f6e8ce43,0,0,0,0.25,0.25,0.25
c4f59bdd-00356764,1,1,1,0.5,0.5,0.5
c4f59bdd-11bad1c6,2,2,2,1.0,1.0,1.0
c4f62823-9d3f8519,1,1,1,0.5,0.5,0.5
c4f65761-4cdc3348,0,0,0,0.25,0.25,0.25
c4f65761-92ca62d4,0,0,0,0.25,0.25,0.25
c4f723f1-5ba8f7ee,0,0,0,0.25,0.25,0.25
c4f723f1-a0aab25c,0,0,0,0.25,0.25,0.25
c4f723f1-babfc6fe,0,0,0,0.25,0.25,0.25
c4f79b31-594adb6b,0,0,0,0.25,0.25,0.25
c4f8633c-a33316a8,0,0,0,0.25,0.25,0.25
c4f993bf-3eee07b1,2,2,2,1.0,1.0,1.0
c4f993bf-e6edd387,0,0,0,0.25,0.25,0.25
c4fa3b0a-29b96446,0,0,0,0.25,0.25,0.25
c4fb5145-f7056d01,0,0,0,0.25,0.25,0.25
c4fb6443-4d900d7f,0,0,0,0.25,0.25,0.25
c4fb6443-babb6e4c,0,0,0,0.25,0.25,0.25
c4fb8930-2ff82458,1,1,1,0.5,0.5,0.5
c4fd6567-49ef2209,0,0,0,0.25,0.25,0.25
c50193e1-630410dc,0,0,0,0.25,0.25,0.25
c5030241-68561ce7,2,2,2,1.0,1.0,1.0
c503e333-c84c1f79,0,0,0,0.25,0.25,0.25
c503f2e8-1780553c,2,2,2,1.0,1.0,1.0
c503f2e8-55cc08bf,2,2,2,1.0,1.0,1.0
c50410a9-da5e3b8d,0,0,0,0.25,0.25,0.25
c504ed5c-0f63b8cb,1,1,1,0.5,0.5,0.5
c50ac48c-417a806b,0,0,0,0.25,0.25,0.25
c50b63be-01088e58,1,1,1,0.5,0.5,0.5
c50b63be-93930ff0,2,2,2,1.0,1.0,1.0
c50b63be-e0aa64b3,1,1,1,0.5,0.5,0.5
c50c20fc-39f5336c,2,2,2,1.0,1.0,1.0
c50c20fc-7941d80e,0,0,0,0.25,0.25,0.25
c50c20fc-9b816732,0,0,0,0.25,0.25,0.25
c50d0b3f-3a8df0bf,1,1,1,0.5,0.5,0.5
c50d0b3f-96a483e0,0,0,0,0.25,0.25,0.25
c50e6ae2-b9b2e863,1,1,1,0.5,0.5,0.5
c50faaad-75284f27,1,1,1,0.5,0.5,0.5
c50faaad-a8463d3d,1,1,1,0.5,0.5,0.5
c50faaad-d383bf66,0,0,0,0.25,0.25,0.25
c50faaad-d84b2856,1,1,1,0.5,0.5,0.5
c5118204-23d7a171,1,1,1,0.5,0.5,0.5
c5121aec-f19f3e8d,1,1,1,0.5,0.5,0.5
c5125543-1bb695f3,0,0,0,0.25,0.25,0.25
c5125543-c78ee13f,0,0,0,0.25,0.25,0.25
c513195c-6ff34daf,2,2,2,1.0,1.0,1.0
c51321e5-033ac799,0,0,0,0.25,0.25,0.25
c5134065-dce97cfb,0,0,0,0.25,0.25,0.25
c5179971-6c0bbf66,0,0,0,0.25,0.25,0.25
c517c182-52118b0a,0,0,0,0.25,0.25,0.25
c517c182-a162a7f9,1,1,1,0.5,0.5,0.5
c517c182-d75f08e3,0,0,0,0.25,0.25,0.25
c517c182-db33a55a,1,1,1,0.5,0.5,0.5
c51a2815-5d5e6d1a,1,1,1,0.5,0.5,0.5
c51c4c12-3ccdcd61,0,0,0,0.25,0.25,0.25
c51c4c12-e9006511,0,0,0,0.25,0.25,0.25
c51d0636-2b91b311,2,2,2,1.0,1.0,1.0
c51d0636-7e3c91ea,2,2,2,1.0,1.0,1.0
c51d0636-89b6a9d9,1,1,1,0.5,0.5,0.5
c51d0636-df16876f,0,0,0,0.25,0.25,0.25
c51de804-7b18411f,0,0,0,0.25,0.25,0.25
c51ec845-16754dac,2,2,2,1.0,1.0,1.0
c51ec845-67e41e84,2,2,2,1.0,1.0,1.0
c51ec845-75af36d3,0,0,0,0.25,0.25,0.25
c51ec845-9096d93a,2,2,2,1.0,1.0,1.0
c51ec845-99c75a49,1,1,1,0.5,0.5,0.5
c51ee110-ea464eff,2,2,2,1.0,1.0,1.0
c52170ea-5346382f,2,2,2,1.0,1.0,1.0
c5218d47-c938bca6,2,2,2,1.0,1.0,1.0
c524ecb5-74c5e510,2,2,2,1.0,1.0,1.0
c524ecb5-d58d39ee,1,1,1,0.5,0.5,0.5
c52a5080-19a9e0a7,1,1,1,0.5,0.5,0.5
c52a5080-7f1eba3f,1,1,1,0.5,0.5,0.5
c52a5080-e5a538ae,0,0,0,0.25,0.25,0.25
c52a5080-f9be7559,1,1,1,0.5,0.5,0.5
c52b6d8b-defd3a03,0,0,0,0.25,0.25,0.25
c52f53f8-1df973bb,0,0,0,0.25,0.25,0.25
c52f53f8-70ad0125,2,2,2,1.0,1.0,1.0
c52f53f8-83f49a86,1,1,1,0.5,0.5,0.5
c52f53f8-8e4cd9a5,2,2,2,1.0,1.0,1.0
c52f53f8-ca29420e,0,0,0,0.25,0.25,0.25
c52f53f8-f2c94064,0,0,0,0.25,0.25,0.25
c5302a80-100fc260,0,0,0,0.25,0.25,0.25
c532201e-8531945e,1,1,1,0.5,0.5,0.5
c53221aa-4ef98335,1,1,1,0.5,0.5,0.5
c53385ee-1fe07e21,0,0,0,0.25,0.25,0.25
c5339d15-f0812440,2,2,2,1.0,1.0,1.0
c5343589-b82a2d0b,1,1,1,0.5,0.5,0.5
c5343589-f0a9e124,0,0,0,0.25,0.25,0.25
c53478c5-0565e28b,0,0,0,0.25,0.25,0.25
c53478c5-79d0affb,0,0,0,0.25,0.25,0.25
c536c7e6-f9b2808f,0,0,0,0.25,0.25,0.25
c536d061-03d98dde,0,0,0,0.25,0.25,0.25
c536d061-694537c9,2,2,2,1.0,1.0,1.0
c53941d4-889b2e48,0,0,0,0.25,0.25,0.25
c53986c1-311f3693,2,2,2,1.0,1.0,1.0
c53986c1-9107e7a9,0,0,0,0.25,0.25,0.25
c53986c1-925eafc4,0,0,0,0.25,0.25,0.25
c53986c1-a827a10a,0,0,0,0.25,0.25,0.25
c53986c1-c00f0bdc,2,2,2,1.0,1.0,1.0
c53986c1-c1e5c59d,0,0,0,0.25,0.25,0.25
c53986c1-e01903a1,0,0,0,0.25,0.25,0.25
c53986c1-ead41bbf,0,0,0,0.25,0.25,0.25
c53a24f2-545aa062,1,1,1,0.5,0.5,0.5
c53a24f2-5e6c5cbd,2,2,2,1.0,1.0,1.0
c53a24f2-a94dfb53,1,1,1,0.5,0.5,0.5
c53a24f2-dd27caa2,0,0,0,0.25,0.25,0.25
c53a24f2-e7ccbacd,2,2,2,1.0,1.0,1.0
c53bb16d-509a7840,1,1,1,0.5,0.5,0.5
c53c8bba-e8fa6bc6,0,0,0,0.25,0.25,0.25
c53c9807-1eadf674,0,0,0,0.25,0.25,0.25
c53cad0a-e31c0406,2,2,2,1.0,1.0,1.0
c540a708-48091e56,1,1,1,0.5,0.5,0.5
c540a708-71fd04e3,1,1,1,0.5,0.5,0.5
c540a708-e1a4ff73,0,0,0,0.25,0.25,0.25
c540a708-e532e378,1,1,1,0.5,0.5,0.5
c540a708-f9601c77,0,0,0,0.25,0.25,0.25
c540d300-35f80d81,1,1,1,0.5,0.5,0.5
c540d300-d60d1a91,2,2,2,1.0,1.0,1.0
c5430bf3-07e67721,1,1,1,0.5,0.5,0.5
c5434464-5dcb3bd7,0,0,0,0.25,0.25,0.25
c54441e6-400c221e,0,0,0,0.25,0.25,0.25
c546c109-92e1a97e,0,0,0,0.25,0.25,0.25
c5490183-eb00ff57,0,0,0,0.25,0.25,0.25
c54925a2-af3b6166,0,0,0,0.25,0.25,0.25
c54a2f90-4762b269,0,0,0,0.25,0.25,0.25
c54abf2f-cd3f73dc,2,2,2,1.0,1.0,1.0
c54c4e66-d4b3ef01,0,0,0,0.25,0.25,0.25
c54e3b28-168e2176,1,1,1,0.5,0.5,0.5
c54ec43c-1aa7875b,2,2,2,1.0,1.0,1.0
c5530340-6ca6f8bc,0,0,0,0.25,0.25,0.25
c55332bb-cdf3fe55,0,0,0,0.25,0.25,0.25
c553c602-a2d33a0c,2,2,2,1.0,1.0,1.0
c55554e1-b61fd176,0,0,0,0.25,0.25,0.25
c555922f-58564fdc,2,2,2,1.0,1.0,1.0
c555922f-e8bc7d91,0,0,0,0.25,0.25,0.25
c5568343-7dfa0efd,2,2,2,1.0,1.0,1.0
c5568343-87284a3a,1,1,1,0.5,0.5,0.5
c556b94f-70bb8f52,1,1,1,0.5,0.5,0.5
c5578df5-1318c8a5,1,1,1,0.5,0.5,0.5
c5584f14-7fcc4797,0,0,0,0.25,0.25,0.25
c5584f14-cba77967,2,2,2,1.0,1.0,1.0
c5588233-76a1ecf3,1,1,1,0.5,0.5,0.5
c5588233-b03622f3,0,0,0,0.25,0.25,0.25
c558e42a-f172181e,1,1,1,0.5,0.5,0.5
c558f74c-8874b6c0,2,2,2,1.0,1.0,1.0
c558f74c-8d36158e,2,2,2,1.0,1.0,1.0
c559b4de-a039e833,2,2,2,1.0,1.0,1.0
c55a3ec9-9aa6b23e,1,1,1,0.5,0.5,0.5
c55ab634-34faa48e,0,0,0,0.25,0.25,0.25
c55ab634-b93da9ef,0,0,0,0.25,0.25,0.25
c55b474f-f39c51a8,2,2,2,1.0,1.0,1.0
c55b79ad-fff7df7b,1,1,1,0.5,0.5,0.5
c55c4242-e70337b4,1,1,1,0.5,0.5,0.5
c55c6b72-d4bb26f3,0,0,0,0.25,0.25,0.25
c55d0615-f1eb15ca,0,0,0,0.25,0.25,0.25
c55da7df-537c27fd,1,1,1,0.5,0.5,0.5
c55da7df-facccafc,1,1,1,0.5,0.5,0.5
c55dc887-58fc27e7,1,1,1,0.5,0.5,0.5
c55dde26-9a4d91e4,0,0,0,0.25,0.25,0.25
c55f5f07-0e2857f2,0,0,0,0.25,0.25,0.25
c55f5f07-1d069cfd,0,0,0,0.25,0.25,0.25
c55fef10-97ed70d9,0,0,0,0.25,0.25,0.25
c560e52d-71c73e43,0,0,0,0.25,0.25,0.25
c560e8b4-ac764600,0,0,0,0.25,0.25,0.25
c5617574-cca98859,1,1,1,0.5,0.5,0.5
c561cb9a-6b311a1c,1,1,1,0.5,0.5,0.5
c561cb9a-7ee655d2,1,1,1,0.5,0.5,0.5
c561cb9a-aafc0bad,0,0,0,0.25,0.25,0.25
c5623327-f089f3ee,1,1,1,0.5,0.5,0.5
c563b8a0-c21b10e8,1,1,1,0.5,0.5,0.5
c564c92b-2f727c05,1,1,1,0.5,0.5,0.5
c564c92b-dec2638b,1,1,1,0.5,0.5,0.5
c56569c3-449c1da2,1,1,1,0.5,0.5,0.5
c566026b-2879276d,2,2,2,1.0,1.0,1.0
c566026b-3127f5d8,2,2,2,1.0,1.0,1.0
c566026b-36fc6e3c,0,0,0,0.25,0.25,0.25
c566026b-ea7cc2ea,0,0,0,0.25,0.25,0.25
c566a4d9-0504c08b,0,0,0,0.25,0.25,0.25
c566a4d9-3b84e88d,1,1,1,0.5,0.5,0.5
c5673b5f-6c5e63bc,1,1,1,0.5,0.5,0.5
c5683128-8fa894d4,0,0,0,0.25,0.25,0.25
c56915dc-1eb8abe1,0,0,0,0.25,0.25,0.25
c56915dc-8d1f7b7a,2,2,2,1.0,1.0,1.0
c5694077-e345e2a8,0,0,0,0.25,0.25,0.25
c569a073-b6125b79,1,1,1,0.5,0.5,0.5
c569c251-0738a573,0,0,0,0.25,0.25,0.25
c569c251-13855f70,0,0,0,0.25,0.25,0.25
c569c251-16b6f263,2,2,2,1.0,1.0,1.0
c569c251-3845bd46,2,2,2,1.0,1.0,1.0
c569c251-411184c2,0,0,0,0.25,0.25,0.25
c569c251-695c432c,0,0,0,0.25,0.25,0.25
c569c251-8a583641,1,1,1,0.5,0.5,0.5
c569c251-a065134a,0,0,0,0.25,0.25,0.25
c569c251-cc941b80,2,2,2,1.0,1.0,1.0
c569c251-e9e2071f,0,0,0,0.25,0.25,0.25
c569c251-ee16dcb1,0,0,0,0.25,0.25,0.25
c56ad92a-35537de6,1,1,1,0.5,0.5,0.5
c56ad92a-40a9f774,0,0,0,0.25,0.25,0.25
c56ad92a-5ee26a21,2,2,2,1.0,1.0,1.0
c56ad92a-6707dbb4,1,1,1,0.5,0.5,0.5
c56ad92a-6a32ee17,1,1,1,0.5,0.5,0.5
c56ad92a-8744e902,2,2,2,1.0,1.0,1.0
c56ad92a-8b473204,0,0,0,0.25,0.25,0.25
c56ad92a-9e626450,0,0,0,0.25,0.25,0.25
c56ad92a-c7ecc589,0,0,0,0.25,0.25,0.25
c56ad92a-ce17a387,1,1,1,0.5,0.5,0.5
c56ad92a-ef30489c,0,0,0,0.25,0.25,0.25
c56ad92a-fca9c961,0,0,0,0.25,0.25,0.25
c56ad92a-ff0ebcb2,1,1,1,0.5,0.5,0.5
c56c7249-f70c6c33,0,0,0,0.25,0.25,0.25
c56c951e-07a935da,0,0,0,0.25,0.25,0.25
c56c951e-9eadf2b7,1,1,1,0.5,0.5,0.5
c56cdb77-68cd6d79,0,0,0,0.25,0.25,0.25
c56cdb77-b69228d3,2,2,2,1.0,1.0,1.0
c56cdb77-d0e10fbb,0,0,0,0.25,0.25,0.25
c56d9ab9-fd988840,0,0,0,0.25,0.25,0.25
c56f2163-005261fc,0,0,0,0.25,0.25,0.25
c5718931-d5862304,2,2,2,1.0,1.0,1.0
c571c186-33a17c72,0,0,0,0.25,0.25,0.25
c571c186-39041336,0,0,0,0.25,0.25,0.25
c571c186-d0b3877c,1,1,1,0.5,0.5,0.5
c57363a5-1237e193,2,2,2,1.0,1.0,1.0
c573ac02-6c5f037e,1,1,1,0.5,0.5,0.5
c573d709-4a0dbd2a,0,0,0,0.25,0.25,0.25
c576ccff-0a51ae4b,0,0,0,0.25,0.25,0.25
c5789b5b-89d36fa8,1,1,1,0.5,0.5,0.5
c57906c2-0f8c5acb,2,2,2,1.0,1.0,1.0
c57906c2-4fd67f12,0,0,0,0.25,0.25,0.25
c57906c2-9696bf52,2,2,2,1.0,1.0,1.0
c5792511-7e5cec42,2,2,2,1.0,1.0,1.0
c5796880-a7005e6e,0,0,0,0.25,0.25,0.25
c579ded4-2bdbcd45,0,0,0,0.25,0.25,0.25
c57a44ff-1a53cea4,1,1,1,0.5,0.5,0.5
c57a44ff-50e4b77f,0,0,0,0.25,0.25,0.25
c57a44ff-5cf5202c,1,1,1,0.5,0.5,0.5
c57a44ff-6cf39d9a,2,2,2,1.0,1.0,1.0
c57a466b-876d29df,0,0,0,0.25,0.25,0.25
c57a8745-d78279a8,1,1,1,0.5,0.5,0.5
c57c1efb-3033d1ff,0,0,0,0.25,0.25,0.25
c57c1efb-660f4ec3,2,2,2,1.0,1.0,1.0
c57c1efb-d906271a,0,0,0,0.25,0.25,0.25
c57caddc-26ab6ed5,1,1,1,0.5,0.5,0.5
c57cda5b-7783c7cb,0,0,0,0.25,0.25,0.25
c57cda5b-7ca48687,2,2,2,1.0,1.0,1.0
c57cda5b-92fa0083,0,0,0,0.25,0.25,0.25
c57cda5b-e43a49aa,1,1,1,0.5,0.5,0.5
c57ec379-3d606dec,2,2,2,1.0,1.0,1.0
c57ec379-6b2b4a1b,0,0,0,0.25,0.25,0.25
c57ec379-7827cbab,1,1,1,0.5,0.5,0.5
c58428cf-2398dd36,0,0,0,0.25,0.25,0.25
c5843165-79210a52,1,1,1,0.5,0.5,0.5
c58446da-3863db47,1,1,1,0.5,0.5,0.5
c584f2c3-83912b35,1,1,1,0.5,0.5,0.5
c5853065-e066b724,1,1,1,0.5,0.5,0.5
c585c0c4-f0596352,1,1,1,0.5,0.5,0.5
c586b898-17285cc9,0,0,0,0.25,0.25,0.25
c586b898-260e642f,0,0,0,0.25,0.25,0.25
c586b898-4247945c,1,1,1,0.5,0.5,0.5
c586b898-99a46642,0,0,0,0.25,0.25,0.25
c586b898-d44df97d,1,1,1,0.5,0.5,0.5
c5879538-6312ddd1,0,0,0,0.25,0.25,0.25
c587d65a-90cbad97,0,0,0,0.25,0.25,0.25
c587df13-09f601eb,0,0,0,0.25,0.25,0.25
c5882339-1ee18f0d,0,0,0,0.25,0.25,0.25
c5882339-42bfd7a8,1,1,1,0.5,0.5,0.5
c5882339-dff241de,1,1,1,0.5,0.5,0.5
c588eb5e-dfd59d8e,0,0,0,0.25,0.25,0.25
c588f35b-79bd69fe,2,2,2,1.0,1.0,1.0
c5891130-4bfd998d,0,0,0,0.25,0.25,0.25
c5895bc5-f14bcbec,1,1,1,0.5,0.5,0.5
c589f726-1a6459e8,1,1,1,0.5,0.5,0.5
c58a9085-abc0c295,2,2,2,1.0,1.0,1.0
c58ace84-1b30e5a5,0,0,0,0.25,0.25,0.25
c58afc12-d228f86b,0,0,0,0.25,0.25,0.25
c58ba000-928da283,1,1,1,0.5,0.5,0.5
c58bb853-256a6c3e,2,2,2,1.0,1.0,1.0
c58bb853-c9421648,1,1,1,0.5,0.5,0.5
c58d52cb-63d66bf4,2,2,2,1.0,1.0,1.0
c58e720e-771b366f,1,1,1,0.5,0.5,0.5
c58eb8da-9871eb53,2,2,2,1.0,1.0,1.0
c58f17ae-e811d801,0,0,0,0.25,0.25,0.25
c591f68a-75fddc3a,2,2,2,1.0,1.0,1.0
c593756a-4d6ae1d1,2,2,2,1.0,1.0,1.0
c593b804-4c08d1a1,0,0,0,0.25,0.25,0.25
c59500f0-130d7415,1,1,1,0.5,0.5,0.5
c59500f0-1e9d31c1,2,2,2,1.0,1.0,1.0
c59500f0-602e9446,0,0,0,0.25,0.25,0.25
c59500f0-6304fda1,0,0,0,0.25,0.25,0.25
c59500f0-64edb242,0,0,0,0.25,0.25,0.25
c59500f0-d3272eb4,2,2,2,1.0,1.0,1.0
c59500f0-f26be735,1,1,1,0.5,0.5,0.5
c595cb01-89718083,0,0,0,0.25,0.25,0.25
c595de6c-1fe5d3df,1,1,1,0.5,0.5,0.5
c599480d-15223a32,0,0,0,0.25,0.25,0.25
c59af260-1bec72c5,0,0,0,0.25,0.25,0.25
c59af260-aa52b5d0,0,0,0,0.25,0.25,0.25
c59c31f2-cdac8cc8,1,1,1,0.5,0.5,0.5
c59e4f05-5ebe763a,2,2,2,1.0,1.0,1.0
c5a0ad25-32da84bb,2,2,2,1.0,1.0,1.0
c5a0ad25-ce65688e,0,0,0,0.25,0.25,0.25
c5a0d993-3505c5ce,2,2,2,1.0,1.0,1.0
c5a0d993-a86563c1,1,1,1,0.5,0.5,0.5
c5a11aec-af855969,0,0,0,0.25,0.25,0.25
c5a170ce-85355a1b,0,0,0,0.25,0.25,0.25
c5a170ce-f820f869,0,0,0,0.25,0.25,0.25
c5a178bf-5a656bed,0,0,0,0.25,0.25,0.25
c5a178bf-637d1750,0,0,0,0.25,0.25,0.25
c5a178bf-af5c99dd,0,0,0,0.25,0.25,0.25
c5a178bf-ed8f9807,1,1,1,0.5,0.5,0.5
c5a32922-3909caf2,2,2,2,1.0,1.0,1.0
c5a42fb0-f73381b8,0,0,0,0.25,0.25,0.25
c5a4ccc0-2119ddb9,2,2,2,1.0,1.0,1.0
c5a4ccc0-2bc61efc,0,0,0,0.25,0.25,0.25
c5a4ccc0-87c6df6e,0,0,0,0.25,0.25,0.25
c5a4ccc0-b786fbb2,1,1,1,0.5,0.5,0.5
c5a805c8-318bd605,0,0,0,0.25,0.25,0.25
c5a84acc-baf6323a,0,0,0,0.25,0.25,0.25
c5aa59aa-4ce7e750,0,0,0,0.25,0.25,0.25
c5ab4d79-c244d950,0,0,0,0.25,0.25,0.25
c5ae33f9-a2c4f208,2,2,2,1.0,1.0,1.0
c5ae7bf8-25901c98,0,0,0,0.25,0.25,0.25
c5b166fd-3156e611,0,0,0,0.25,0.25,0.25
c5b166fd-443c316f,0,0,0,0.25,0.25,0.25
c5b166fd-cb88868f,2,2,2,1.0,1.0,1.0
c5b166fd-cbe303b7,2,2,2,1.0,1.0,1.0
c5b166fd-df77bb5d,1,1,1,0.5,0.5,0.5
c5b1e3f5-479118b6,2,2,2,1.0,1.0,1.0
c5b2506d-07e406a6,0,0,0,0.25,0.25,0.25
c5b2506d-1241a008,1,1,1,0.5,0.5,0.5
c5b2506d-1c31cee3,0,0,0,0.25,0.25,0.25
c5b2506d-6e15c4c3,0,0,0,0.25,0.25,0.25
c5b2506d-7e987d44,1,1,1,0.5,0.5,0.5
c5b2506d-9121123c,0,0,0,0.25,0.25,0.25
c5b2506d-a03619f7,0,0,0,0.25,0.25,0.25
c5b2506d-aa9e5484,2,2,2,1.0,1.0,1.0
c5b2506d-b5774e49,1,1,1,0.5,0.5,0.5
c5b2506d-d7479cbb,2,2,2,1.0,1.0,1.0
c5b29044-75af49f0,2,2,2,1.0,1.0,1.0
c5b59090-05bcd505,0,0,0,0.25,0.25,0.25
c5b64f27-53710b20,0,0,0,0.25,0.25,0.25
c5b64f27-b5bd4388,0,0,0,0.25,0.25,0.25
c5b64f27-fc829e64,0,0,0,0.25,0.25,0.25
c5b6c311-962e60b4,0,0,0,0.25,0.25,0.25
c5b6c311-9841604a,1,1,1,0.5,0.5,0.5
c5b6c311-af650f3b,0,0,0,0.25,0.25,0.25
c5b6c311-c7351dcf,1,1,1,0.5,0.5,0.5
c5b76793-172c4594,1,1,1,0.5,0.5,0.5
c5b76793-56c6c886,1,1,1,0.5,0.5,0.5
c5b76b45-6a9e676b,0,0,0,0.25,0.25,0.25
c5b7b466-4adbd41c,2,2,2,1.0,1.0,1.0
c5b7b466-c3bd479a,1,1,1,0.5,0.5,0.5
c5b7b466-eac86195,0,0,0,0.25,0.25,0.25
c5b7b466-f6066e36,2,2,2,1.0,1.0,1.0
c5b7db86-88bceca0,0,0,0,0.25,0.25,0.25
c5b7db86-b62a7a3f,2,2,2,1.0,1.0,1.0
c5b80ec1-6efedb0e,0,0,0,0.25,0.25,0.25
c5b80ec1-7fc5097c,1,1,1,0.5,0.5,0.5
c5b80ec1-bb9fd172,0,0,0,0.25,0.25,0.25
c5ba135d-32240f6d,0,0,0,0.25,0.25,0.25
c5bb525f-be098cfb,0,0,0,0.25,0.25,0.25
c5bbf929-8c3d6c80,0,0,0,0.25,0.25,0.25
c5bbf929-e89aac92,0,0,0,0.25,0.25,0.25
c5bc3aa9-0d55c4f9,1,1,1,0.5,0.5,0.5
c5bc3aa9-8be77f9c,1,1,1,0.5,0.5,0.5
c5bc3aa9-d268a0aa,1,1,1,0.5,0.5,0.5
c5bd516c-decd0287,1,1,1,0.5,0.5,0.5
c5bf095c-f18a6c47,0,0,0,0.25,0.25,0.25
c5c1956a-f18fba95,0,0,0,0.25,0.25,0.25
c5c3116a-52333439,0,0,0,0.25,0.25,0.25
c5c3116a-8bcf604c,0,0,0,0.25,0.25,0.25
c5c352c8-2b9624d5,1,1,1,0.5,0.5,0.5
c5c352c8-c97b0943,0,0,0,0.25,0.25,0.25
c5c37cfe-a885a8d2,2,2,2,1.0,1.0,1.0
c5c3b858-bc1ffd47,0,0,0,0.25,0.25,0.25
c5c43551-472281ea,1,1,1,0.5,0.5,0.5
c5c43551-916bcae8,0,0,0,0.25,0.25,0.25
c5c48d80-4204c6c7,0,0,0,0.25,0.25,0.25
c5c48d80-d0a65d93,0,0,0,0.25,0.25,0.25
c5c6fd07-9a05cafd,1,1,1,0.5,0.5,0.5
c5c7c186-2f98e734,0,0,0,0.25,0.25,0.25
c5c7c186-9381f4a2,2,2,2,1.0,1.0,1.0
c5c86b04-083cb3fd,0,0,0,0.25,0.25,0.25
c5c8a92c-49d1ba7c,0,0,0,0.25,0.25,0.25
c5c8a92c-ed6160d8,2,2,2,1.0,1.0,1.0
c5c910c6-c7aa96f1,2,2,2,1.0,1.0,1.0
c5c9d88b-71b49b27,2,2,2,1.0,1.0,1.0
c5c9d88b-cd7f4b25,0,0,0,0.25,0.25,0.25
c5c9ead6-dab2dae6,0,0,0,0.25,0.25,0.25
c5ca1272-3f672c39,0,0,0,0.25,0.25,0.25
c5ca1272-a926594c,1,1,1,0.5,0.5,0.5
c5ca1272-c0d0ab9a,0,0,0,0.25,0.25,0.25
c5ca1272-df2c0491,0,0,0,0.25,0.25,0.25
c5caf169-3010206a,0,0,0,0.25,0.25,0.25
c5caf169-f75db8a9,1,1,1,0.5,0.5,0.5
c5cbe746-95cc81dc,1,1,1,0.5,0.5,0.5
c5cc1219-49036234,2,2,2,1.0,1.0,1.0
c5cdbe94-689ed201,0,0,0,0.25,0.25,0.25
c5ce458d-da546f8a,0,0,0,0.25,0.25,0.25
c5ce9781-b8db3bfa,2,2,2,1.0,1.0,1.0
c5d13cf9-038d680e,0,0,0,0.25,0.25,0.25
c5d13cf9-8840eb07,0,0,0,0.25,0.25,0.25
c5d26790-b391812d,0,0,0,0.25,0.25,0.25
c5d2daaf-bee29c76,1,1,1,0.5,0.5,0.5
c5d43861-1e463c29,2,2,2,1.0,1.0,1.0
c5d79098-0b67a544,1,1,1,0.5,0.5,0.5
c5d79098-e6587dc0,0,0,0,0.25,0.25,0.25
c5d7ce8d-55f07ede,1,1,1,0.5,0.5,0.5
c5d864fa-1b3f0232,0,0,0,0.25,0.25,0.25
c5d864fa-20290c25,1,1,1,0.5,0.5,0.5
c5d864fa-34365f4f,0,0,0,0.25,0.25,0.25
c5d864fa-3b452090,2,2,2,1.0,1.0,1.0
